랭킹 카테고리,순위,브랜드명,상품명,링크
전체,1,메디힐,[6년연속1위] 메디힐 에센셜 마스크팩 1매 6종 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000160659&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=1
전체,2,아이소이,[1+1최초기획/총60ml대용량] 아이소이 잡티세럼 30ml 1+1 한정기획(30ml+30ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000202964&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=2
전체,3,투쿨포스쿨,[4월 올영픽/단독기획] 투쿨포스쿨 프로타주 펜슬 (+아이글리츠 증정),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000120656&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=3
전체,4,롬앤,[4월 올영픽/NEW][2023 어워즈/1위틴트] 롬앤 쥬시 래스팅 틴트,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000125955&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=4
전체,5,정샘물,[4월 올영픽/미니쿠션 최초 증정]정샘물 에센셜 스킨 누더 쿠션 기획(본품+리필+미니쿠션+퍼프1P),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000139063&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=5
전체,6,메디힐,[8관왕 1등] 메디힐 더마 모델링 팩 풀패키지 3종 택1(티트리/마데카소사이드/히알루론산),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000202914&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=6
전체,7,메디힐,[31관왕] 메디힐 마데카소사이드 흔적 패드 100매 (+100매 더블증정 기획),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171427&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=7
전체,8,라로슈포제,라로슈포제 NEW 시카플라스트 밤B5+ 100ml 기획(+시카밤 3ml * 2 증정),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000190425&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=8
전체,9,라운드랩,[한정기획] 라운드랩 자작나무 수분 선크림 50ml 1+1 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171650&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=9
전체,10,구달,[고윤정PICK/한정기획]구달 청귤 비타C 잡티케어 세럼 30ml 트리플기획(30ml*3ea),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000200339&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=10
전체,11,투크,[4월 올영픽/아이프라이머 증정] 투크 워터프루프 슬림 아이라이너 10colors (기획/단품),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185046&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=11
전체,12,바이브랩,[4월 올영픽/홍현희 PICK] 바이브랩 리바이브 테라피 헤어 스칼프 앤 브로우 앰플 더블기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000202370&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=12
전체,13,비플레인,[4월 올영픽] 비플레인 녹두 약산성 클렌징폼 160ml 더블 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201653&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=13
전체,14,정샘물,[4월 올영픽/미니쿠션 최초 증정]정샘물 스킨 누더 커버레이어 쿠션 기획(본품+리필+미니쿠션+퍼프1P),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000163378&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=14
