랭킹 카테고리,순위,브랜드명,상품명,링크
전체,1,미쟝센,[에스파 포카 증정] 미쟝센 퍼펙트 세럼 110ml기획(+30ml증정+에스파 스티커) 4종 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000203867&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=1
전체,2,한율,[딤디PICK]한율 어린쑥 클렌징 피지흡착 쑥떡팩폼,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000204014&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=2
전체,3,에스트라,에스트라 리제덤365 모공탄력 캡슐세럼 30ml+7ml 기획 (+리제덤 크림 10ml)(2405),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000203786&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=3
전체,4,이니스프리,[5월 올영픽] 이니스프리X쿠로미 비타C 그린티 엔자임 세럼 30mL 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000204179&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=4
전체,5,라네즈,[라네즈X바오패밀리] 네오 쿠션 매트 15g 기획/단품 (+키링 랜덤 증정),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000184075&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=5
전체,6,메디힐,[6년연속1위] 메디힐 에센셜 마스크팩 1매 6종 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000160659&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=6
전체,7,힌스,[상은언니PICK] 힌스 세컨 스킨 메쉬 매트 쿠션 (본품+리필),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000185466&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=7
전체,8,푸드올로지,[택연pick]맨올로지컷 1100mg*60정(10일분),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000170107&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=8
전체,9,어노브,[헤어케어 1위] 어노브 대용량 딥 데미지 트리트먼트 EX 더블/듀오 기획 3종 택1(텐더블룸/웜페탈),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171423&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=9
전체,10,바이탈뷰티,[5월 올영픽/리유저블컵증정] 바이탈뷰티 메타그린 슬림업 30일 X 쿠로미 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000203093&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=10
전체,11,메디힐,"[증정기획] 메디힐 마데카소사이드 흔적 패드 100매 (+100매, 세터 리유저블백 증정)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000204650&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=11
전체,12,에뛰드,[단독선런칭]에뛰드 마이 베스트 톤 아이 팔레트 기획 (+교체용 피스/키링 증정),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000198822&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=12
전체,13,홀리카홀리카,[5월 올영픽/NEW컬러] 홀리카홀리카 마이페이브 피스 아이섀도우,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000174309&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=13
전체,14,구달,[고윤정PICK/1+1 기획] 구달 맑은 어성초 진정 수분 선크림 50ml+50ml 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000198527&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=14
전체,15,바닐라코,[헬로키티에디션]바닐라코 프라임 프라이머 피니쉬 파우더(단품/기획),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165215&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=15
