랭킹 카테고리,순위,브랜드명,상품명,링크
전체,1,토리든,토리든 다이브인 저분자 히알루론산 마스크 10매,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000158752&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=1
전체,2,달바,[30시간 핑크빔/MDs Pick] 달바 워터풀 핑크 톤업 선크림 듀오 기획 (50ml+50ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180237&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=2
전체,3,아누아,[2023어워즈] 아누아 어성초 77 수딩 토너 350ml 리필 기획세트(350ml+350ml리필),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000166675&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=3
전체,4,메디힐,[6년연속1위] 메디힐 에센셜 마스크팩 1매 6종 택1,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000160659&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=4
전체,5,메디힐,"[증정기획] 메디힐 마데카소사이드 흔적 패드 100매 (+100매, 세터 리유저블백 증정)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000204650&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=5
전체,6,닥터웰메이드원,[피지제거] 닥터웰메이드원 좁쌀피지 순삭패치 4종 택1 (마일드/슈퍼마일드/부스터/멀티팩),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000202924&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=6
전체,7,아이오페,아이오페 레티놀 슈퍼 바운스 세럼 30ml 기획 (+10ml+스템3크림15ml*2ea),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000204266&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=7
전체,8,토리든,[단독기획] 토리든 다이브인 저분자 히알루론산 세럼 50ml 리필기획(+리필팩 50ml),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000189261&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=8
전체,9,클리오,[NEW 포그블랙] 클리오 킬래쉬 수퍼프루프마스카라 1+1 기획,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000121749&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=9
전체,10,바닐라코,[헬로키티에디션]바닐라코 프라임 프라이머 피니쉬 파우더(+브러쉬)(단품/기획),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000165215&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_전체_상품상세&t_number=10
